mouse;"time [h]";"0A155D1804";"33F05C1804";"3E085D1804";"46ED5C1804";"57035D1804";"5D18040000";"5FCF5C1804";"AA025D1804";"C40B5D1804";"C8045D1804";"CBE65C1804"
0A155D1804;0.00;0;-0.00021070121376665085;-0.000872218364467936;-0.00048159662038127493;-0.0023357920180923086;0.0;-0.002944314182017349;-0.0005866452523292098;-0.0001062622619373288;-0.0020501945344350014;-0.0006390589752963693
0A155D1804;1.00;0;-0.1155207980780642;-0.006258979760765004;0.005394002511713791;0.0888521914015718;0.0;0.03938010127651986;-0.07283172217754721;-0.0480656783900949;0.007334125950165693;-0.01803403022743999
0A155D1804;2.00;0;0.07232234715320024;0.03265134558527455;-0.06455596163345068;-0.024456593184391362;0.0;-0.08421746320284118;0.0014561669800748356;-0.0018012339873240968;0.22539918444848966;-0.04509335327097122
0A155D1804;3.00;0;-0.005928842800163564;0.0017854941373557365;-0.06617746034950206;0.016983983239666517;0.0;-0.00881114897257973;-0.0029268350636208473;0.00436527396567353;0.05608960979068764;0.0
0A155D1804;4.00;0;-0.05637718631155311;0.03281603064625199;-0.02059687331475671;0.0006348483263493021;0.0;0.058602356062693595;0.016389591978363205;0.0;-0.00934256810445383;-0.03791401769287489
0A155D1804;5.00;0;0.07629997985277553;-0.015433802506375605;0.014869888983843116;0.0;0.0;0.0;0.0018495744092416055;-0.10005128068738915;-0.008213695723504444;-0.11498490531452599
0A155D1804;6.00;0;0.18988863649248822;0.0114112859642648;-0.007878621076398251;0.007520587814404067;0.0;0.13572353770597007;-0.056955437350181604;0.015128318119979195;-0.004961408562543235;-0.040896117079688765
0A155D1804;7.00;0;0.008437643001011408;0.005566640685247093;-0.0036182646164380494;0.003298294210506758;0.0;0.050791457112795535;0.0;-0.11695837142808813;0.0;-0.02700189254440838
0A155D1804;8.00;0;0.0;0.0;-4.396503700332399e-05;0.0;0.0;0.022200808938178662;-0.02013697552284599;0.03131080783697748;0.0;0.06346138227634568
0A155D1804;9.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;10.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;11.00;0;0.04669408629670058;0.04769020201848567;0.08882804441100378;0.11513840611420334;0.0;-0.09523814639378134;0.1103700020081343;0.02662141026075404;0.1954581466847961;0.06480490799497729
0A155D1804;12.00;0;0.09198676556068824;0.10567073528871251;0.06691956909696434;-0.13672183183067338;0.0;0.19805153073364956;0.1694345936388839;0.1498119881183716;0.13526530865774727;-0.03759127760398495
0A155D1804;13.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
