mouse;"time [h]";"0A155D1804";"33F05C1804";"3E085D1804";"46ED5C1804";"57035D1804";"5D18040000";"5FCF5C1804";"AA025D1804";"C40B5D1804";"C8045D1804";"CBE65C1804"
0A155D1804;0.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;1.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;2.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;3.00;0;0.03651779459380246;0.04169404117685348;0.03894462371240251;0.03438662829599684;0.0;0.046406918249691;0.048590423017944494;0.042845190520361745;0.051009519049269696;0.06676258363237593
0A155D1804;4.00;0;0.008433718048565741;0.027695812866680936;0.00891216017440477;-0.00042673870493703525;0.0;0.01874780749831717;0.029715899501875753;0.02836735297214571;-0.013728308609101514;0.03291733653523715
0A155D1804;5.00;0;-0.010982120374593618;-0.01731267292815991;0.052272225704988906;0.05541011534045803;0.0;-0.016230675531446276;-0.011457232656114813;-0.02844956385223782;0.06502850847945232;0.07464875420518707
0A155D1804;6.00;0;-0.050976628542298785;-0.002636139375619073;-0.028916097340196678;0.01941426272604513;0.0;-0.0432079139834326;-0.048144281852685156;-0.013977219157965098;0.04391176435658545;-0.07037362911753539
0A155D1804;7.00;0;-0.00045766631176707984;-0.024247620115661228;0.006372715849117416;-0.03522450364133106;0.0;-0.02423501208797485;0.014439366452965341;0.03482951667996659;-0.027134879419670854;-0.004984453019275248
0A155D1804;8.00;0;-0.0463151284442016;0.05964474373880985;0.012039219549172309;0.020183673961047144;0.0;0.08313534238889853;0.035806067340304004;0.019026049563487746;0.04495598345166618;0.05664036964588426
0A155D1804;9.00;0;-0.1288476185727337;0.025723133709803336;-0.13610330441293333;0.08363747811323874;0.0;0.13404029298686926;0.02763544199856205;-0.05292408337614818;0.1066027787041895;0.0
0A155D1804;10.00;0;-0.032475210842810465;0.0;0.0;0.03535724608807972;0.0;0.1325358492549677;0.0;0.08905080724982983;0.023231049289134442;0.0
0A155D1804;11.00;0;0.0;0.0;0.0;-0.0001572924251845853;0.0;-4.8901234219855816e-05;0.0;-0.0006609029513913178;0.0;0.0031706019166019006
0A155D1804;12.00;0;-0.02372672238134621;0.07522527170462379;0.08253525030588726;0.08308534588759198;0.0;0.15885849160784704;0.07039077052666232;0.05225738289854265;0.10389522473269708;-0.011953320952270308
0A155D1804;13.00;0;-0.05203074133559793;-0.07025805737026414;0.037381553963756586;-0.029818070368243632;0.0;-0.014718978656689807;-0.00275085846439016;0.014043950357121138;0.030354093181812647;-0.09612548259600562
0A155D1804;14.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;15.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;16.00;0;0.029950622835202;-0.010719665366899611;0.04090904771036685;-0.010622480697717984;0.0;-0.01713306245991053;0.02056461088738215;0.024457308036279768;0.05735817096841256;0.023801277012051758
0A155D1804;17.00;0;0.12079228584244173;0.05020031558119295;0.08507164389798522;0.03657431613958628;0.0;0.14809551661223463;-0.014232397002012953;0.10448997932843518;-0.0003126116511187188;0.19281172501687804
0A155D1804;18.00;0;-0.06263961119911404;-0.0331605722707799;-0.11162239145381897;0.0;0.0;0.0;0.0;0.0;-0.14721781929122896;-0.15086092712933985
0A155D1804;19.00;0;0.0;0.0;0.004246327694178931;0.006704289003855668;0.0;0.03376734057588393;0.0;0.0;0.0;0.0
0A155D1804;20.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;21.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;22.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;23.00;0;-0.0745431279093362;0.18165841858156445;0.06087292177720399;0.06528489548692051;0.0;-0.03331244202797398;0.03287214246277942;0.055374620341388764;-0.038249461868908485;-0.11612388493924819
0A155D1804;24.00;0;0.03796933842083028;0.01115349245296371;0.052342040987975735;-0.03353264595340516;0.0;-0.011221723784900717;-0.018284841905338828;-0.06191072196066991;0.07290253370129796;0.004922742011304215
0A155D1804;25.00;0;0.005770994448366595;-0.14671292794309798;0.0;-0.07261941396330285;0.0;0.03221767709509027;-0.09810075764955331;0.06575844863811153;-0.060062448527504364;0.0
0A155D1804;26.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;27.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;28.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;29.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;30.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;31.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;32.00;0;0.0;0.0;0.0;0.0;0.0;0.001028877367515335;0.0;0.0;0.0035936630288651017;0.0
0A155D1804;33.00;0;-0.0007337337757359341;-0.000671357535647954;0.0;-0.0004708187546798026;0.0;-0.0012098283469106352;0.0;0.0;0.0017753593679821211;0.0
0A155D1804;34.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;35.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;36.00;0;0.01308610175590208;-0.007754620711564075;0.026432437362524208;-0.037153079007580525;0.0;0.009422667958868924;0.0;0.0;0.006375726859942921;-0.012552693412018923
0A155D1804;37.00;0;-0.10289079970898563;0.014306594836394237;0.014320115126985222;-0.08862347923886177;0.0;0.10905801778517579;0.10334622622428566;-0.06999239600180163;0.11313276054421534;0.08311104999057889
0A155D1804;38.00;0;-0.08313808137375572;0.05742433225862076;-0.10192980593982395;-0.037166339292623585;0.0;0.04374379703880138;0.04253196486313093;-0.09473379595062109;0.02713170130379894;0.04559490643140307
0A155D1804;39.00;0;0.0;-0.08288017141760701;0.052395178861845026;-0.008882690558199402;0.0;-0.06172634603956845;-0.060758858724390574;0.0;0.07062648404117822;-0.020153306710669172
0A155D1804;40.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;41.00;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0A155D1804;42.00;0;-0.12480557426401467;0.0;-0.014736109944814557;-0.022510487810808666;0.0;0.011084066913009671;0.01694162029006896;-0.003500749121635116;0.0;0.0
